Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
Random Radio,random radio,Music and Audio,0.4697370338538356,Q4 high,3,1,2,2,2,"The invocation name 'random radio' is moderately generic, as it's a common phrase used in everyday conversation. However, the ambiguity risk is low because the meaning of the skill is clear from its description. The semantic confusion risk is moderate because users may mispronounce or paraphrase the name, but it's not extremely easy to confuse with other skills. Squatting potential is also moderate due to the simplicity and commonality of the phrase. Overall, the risk is low because while there are some risks present, they are not severe."
Guitar Facts,guitar facts,Music and Audio,0.4624583455505706,Q4 high,1,0,1,1,2,"The invocation name 'guitar facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be confused with this one. Squatting potential is also low, as it's difficult to come up with a malicious variant that sounds similar. Overall, while there are some risks present, they are relatively low."
Radio Old Time,radio old time,Music and Audio,0.4471214836419827,Q3,1,0,1,1,2,"The invocation name 'radio old time' is mostly distinctive and unique, making it less likely to be mispronounced or confused with other skills. However, there is a slight risk of semantic confusion due to the phrase's similarity to everyday language. The squatting risk is low as well, since the skill's name does not contain common keywords that could be easily exploited."
The Fall Facts,the fall facts,Music and Audio,0.4051698073452057,Q3,1,0,1,1,2,"The invocation name 'the fall facts' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill invocation name poses a moderate risk."
Daily Beatles' Facts,daily beatles facts,Music and Audio,0.3824747928982296,Q3,1,0,1,2,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning of this skill. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not likely to cause significant confusion. The squatting risk is moderate because an attacker could potentially create a malicious skill with a similar-sounding name, but it would require some effort and creativity."
Katy Perry Facts,katy perry facts,Music and Audio,0.3625980402803482,Q3,1,0,1,1,2,"The invocation name 'katy perry facts' is mostly distinctive, with a clear and specific reference to the singer Katy Perry. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar. Overall, while not negligible, the risks are relatively low."
102.3 WEBQ,one oh two point three w. e. b. q.,Music and Audio,0.3417133383635357,Q2,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of numbers and letters. While it's possible to mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions that would lead to incorrect skill activation. The risk of squatting is low due to the unusual character set and lack of common words. Overall, the risk is moderate due to the potential for minor errors in pronunciation."
Biff,biff radio network,Music and Audio,0.3414074087176028,Q2,0,1,1,1,1,"The invocation name 'biff radio network' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of semantic confusion or squatting."
Violin Tuner,violin tuner,Music and Audio,0.3403652354475511,Q2,1,0,1,1,2,"The invocation name 'violin tuner' is highly distinctive and unique, making it unlikely to be confused with other skills. While there may be some minor ambiguity in how users pronounce the name, the meaning of the skill is clear. The risk of squatting or exploiting this name is low due to its specificity. Overall, the risk is moderate, as while the name is not extremely generic, it could still be misinterpreted by some users."
KOKE,k. o. k. e. f. m.,Music and Audio,0.3381765264106439,Q2,5,3,4,5,5,"The invocation name 'k. o. k. e. f. m.' is extremely generic and broad, making it easy to mispronounce or paraphrase. The ambiguity risk is moderate due to the possibility of users abbreviating or misspeaking the name. Semantic confusion risk is high as the name could be easily confused with other skills or phrases. Squatting risk is extremely high as an attacker could easily create malicious variants by modifying a few characters. Overall, the risk is severe due to the combination of these factors."
Great Big Radio,great big radio,Music and Audio,0.3235402128874435,Q2,1,0,1,1,2,"The invocation name 'great big radio' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
AWAYDAY RADIO,away day radio,Music and Audio,0.3195251872273469,Q2,0,1,1,1,1,"The invocation name 'away day radio' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is not commonly used in everyday conversation, which reduces the risk of mispronunciation or paraphrasing. Additionally, the skill's category (Music and Audio) provides context that helps users understand what the skill does, further reducing the risk of confusion."
Jazz Records,jazz records,Music and Audio,0.3192768808061005,Q2,1,0,1,1,2,"The invocation name 'jazz records' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the phrase 'records.' Additionally, while squatting on this name might not be extremely easy, it's still possible for an attacker to create a malicious variant that could potentially cause issues."
The Mile Radio-KKVM,mile radio,Music and Audio,0.312918207077134,Q2,1,0,1,1,2,"The invocation name 'mile radio' is mostly distinctive, with a clear meaning as a radio station. While it's possible to mispronounce or abbreviate the name, it's not extremely generic or common. The risk of semantic confusion is low due to the specificity of the name. Squatting potential is also low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate due to the possibility of minor mistakes or misinterpretations."
KY-102,k. y. one oh two,Music and Audio,0.3068315164590744,Q2,1,0,1,1,2,"The invocation name 'k. y. one oh two' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or confusing. While it's possible for an attacker to create a malicious variant, the uniqueness of the name makes squatting more difficult."
105.7 THE HAWK,one oh five seven the hawk,Music and Audio,0.2950595219583521,Q2,0,1,3,2,3,"The invocation name is highly distinctive and unique, making it difficult to confuse with other skills. However, there is a slight risk of ambiguity due to the possibility of users mispronouncing or abbreviating the name. The semantic confusion risk is moderate because while the name is specific, it's still possible for users to accidentally invoke this skill instead of another music-related skill. Squatting potential is low due to the specificity of the name and the fact that it's not a common phrase. Overall, the risk is moderate due to the balance between uniqueness and ambiguity."
ruben-blades-fact,ruben blades facts,Music and Audio,0.2703753223362345,Q1 low,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
What's Your Excuse,what's your excuse,Music and Audio,0.2645742824352716,Q1 low,5,0,3,4,4,"The invocation name 'what's your excuse' is extremely generic and broad, making it easy to mispronounce or paraphrase. While the ambiguity risk is low due to the unique context of a podcast, the semantic confusion risk is moderate as users may confuse this skill with other music or audio skills. The squatting risk is high as an attacker could easily create a malicious variant by replacing 'What's' with another phrase. Overall, the risk is high due to the ease of misinterpretation and potential for squatting."
WRNB HD-2,w. r. n. b. h. d. two,Music and Audio,0.2619925558648242,Q1 low,5,0,3,4,4,"The invocation name 'w. r. n. b. h. d. two' is extremely generic and broad, making it easy to mispronounce or paraphrase. While the semantic meaning is clear, there is moderate confusion potential with other skills that may have similar names. The squatting risk is high due to the ease of imitating this name with malicious variants."
Badness Radio,badness radio,Music and Audio,0.2619495422702899,Q1 low,0,1,1,1,1,"The invocation name 'badness radio' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also unlikely that an attacker would try to imitate this name, as it's specific and memorable."
Self-Help for At-Risk Teens,teen self help podcast,Music and Audio,0.2592664719638719,Q1 low,3,2,2,1,2,"The invocation name 'teen self help podcast' is moderately generic, as it combines a specific demographic ('teen') with a common topic ('self-help'). The phrase has some ambiguity, as the word 'podcast' could refer to other topics beyond self-help. However, the overall risk is low because the name is still quite distinctive and unlikely to be confused with other skills. Squatting potential is very low due to the specificity of the demographic."
Handball Radio,handball radio,Music and Audio,0.2537385288039704,Q1 low,0,1,1,1,1,"The invocation name 'handball radio' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is not commonly used in everyday conversation, reducing the risk of ambiguity or semantic confusion. Additionally, the skill's category (Music and Audio) and description provide clear context about what the skill does, making squatting attempts unlikely."
97.3 The Kangaroo,ninety seven three the kangaroo,Music and Audio,0.2477655219192321,Q1 low,0,1,3,2,3,"The invocation name is highly distinctive and unique, making it difficult to confuse with other skills. However, the use of numbers (97.3) may lead to minor ambiguity if users mispronounce or abbreviate the name. The semantic meaning is clear, but there is a moderate risk of confusion due to the similarity in sound to other radio station names. Squatting potential is low due to the uniqueness of the name and the fact that it's not a common phrase. Overall, while there are some risks present, they are manageable and do not pose a severe threat."
PHFM,pirates heaven radio,Music and Audio,0.240903828698314,Q1 low,1,0,3,2,3,"The invocation name 'pirates heaven radio' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting potential is low due to the uniqueness of the phrase, but still present. Overall, this skill has a moderate risk profile."
SuperHits 93.5,super hits ninety three five,Music and Audio,0.2397057148786009,Q1 low,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
KQMS,news talk k. q. m. s.,Music and Audio,0.2340861913387347,Q1 low,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
6.1.0. jamz,six one zero jams,Music and Audio,0.2302607205063604,Q1 low,1,0,3,2,3,"The invocation name 'six one zero jams' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase has some semantic similarity to common phrases and song titles, which could lead to moderate confusion potential. The squatting risk is low due to the unique combination of numbers and words. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
NewsTalk 96.3 FM and 1290 AM,newstalk twelve ninety,Music and Audio,0.2033012995491576,Q1 low,1,0,3,2,3,"The invocation name 'newstalk twelve ninety' is mostly distinctive, with the specific numbers and words making it less likely to be confused with other skills. However, there is a moderate semantic confusion risk due to the possibility of users mispronouncing or abbreviating the name. The squatting risk is low because an attacker would need to create a very similar-sounding invocation name. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
Radio Zamar,radio zamar,Music and Audio,0.1961544977855109,Q1 low,0,1,1,1,1,"The invocation name 'radio zamar' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase has a specific meaning and context that reduces ambiguity and semantic confusion risks. Additionally, the name is not easily imitable or exploitable for squatting purposes."
The River of Calm,the river of calm,Music and Audio,0.1954108328873497,Q1 low,0,1,1,1,1,"The invocation name 'the river of calm' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase has a clear meaning and is not easily mispronounced or paraphrased. While there may be some minor ambiguity in the phrase's meaning, it is unlikely to cause significant confusion. Squatting on this name would also be challenging due to its uniqueness."
Belong Accelerate,belong accelerate,Music and Audio,0.1944455053261448,Q1 low,1,0,1,1,2,"The invocation name 'belong accelerate' is mostly distinctive and unique, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a malicious variant, the squatting risk is low due to the uniqueness of the name. Overall, the risk is moderate, as while there are some potential risks, they are relatively low."
Cricket Facts,cricket facts,News,0.8347192633342811,Q4 high,1,0,1,1,2,"The invocation name 'cricket facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low due to the specificity of the topic. Squatting potential is also low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate, with a focus on user education and awareness."
cricket Facts,cricket facts,News,0.8347192633342811,Q4 high,1,0,1,1,2,"The invocation name 'cricket facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be confused with this one. Squatting potential is also low, as it's difficult to imitate or exploit this name. Overall, while there are some risks present, they are relatively low."
random facts,random facts,News,0.746044287081046,Q4 high,1,0,1,1,2,"The invocation name 'random facts' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is somewhat common and could potentially be mispronounced or paraphrased by users. The risk of squatting is low due to the unique nature of the skill's name. Overall, while there are some risks present, they are relatively low."
Indian historical facts,indian facts,News,0.7313702226465255,Q4 high,1,0,1,1,2,"The invocation name 'indian facts' is mostly distinctive, making it less likely to be confused with other skills. There is little ambiguity in the meaning of this phrase, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, the squatting risk is low due to the specificity of the name. Overall, the risk is moderate, as while there are some potential risks, they are not severe."
Sports Fact,sports facts,News,0.7215879649557592,Q4 high,1,0,1,1,2,"The invocation name 'sports facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting or semantic confusion is low due to the specificity of the name."
Soccer Facts!,soccer facts,News,0.7164487726594565,Q4 high,1,0,1,1,2,"The invocation name 'soccer facts' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions. The risk of squatting is low due to the specificity of the name. Overall, the risk is moderate, as while the invocation name is not extremely generic, it's still possible for users to accidentally invoke this skill instead of another."
Soccer Facts,soccer facts,News,0.7164487726594565,Q4 high,1,0,1,1,2,"The invocation name 'soccer facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low due to the specificity of the topic. Squatting potential is also low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate due to the possibility of minor mistakes or misinterpretations."
Soccer Facts,soccer facts,News,0.7164487726594565,Q4 high,1,0,1,1,2,"The invocation name 'soccer facts' is mostly distinctive, with a clear and specific meaning. There is little ambiguity in the phrase, making it easy to understand for users. While there may be some slight confusion potential with other skills that mention sports or facts, the overall risk is low due to the specificity of the name."
Football Facts,football facts,News,0.714094015177693,Q4 high,1,0,1,1,2,"The invocation name 'football facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the phrase 'facts'. The squatting risk is low as well, since the name does not contain any easily exploitable patterns or keywords."
FootballFacts,football facts,News,0.714094015177693,Q4 high,1,0,1,1,2,"The invocation name 'football facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting or semantic confusion is low due to the specificity of the topic and the lack of ambiguity."
Tennis Facts,tennis facts,News,0.7073535586032119,Q4 high,1,0,1,1,2,"The invocation name 'tennis facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the phrase 'facts'. The squatting risk is low as it's not an extremely generic or broad everyday phrase. Overall, the risk is moderate due to the potential for minor ambiguity and semantic confusion."
Whose Turn,whose turn,News,0.7000901742366233,Q4 high,5,3,4,5,5,"The invocation name 'whose turn' is extremely generic and common, making it easy to mispronounce or paraphrase. The ambiguity risk is moderate due to the possibility of users asking about different types of turns (e.g., game turns, household chores). Semantic confusion risk is high because this skill's purpose is distinct from other news-related skills, but the invocation name could be easily confused with a skill that helps decide whose turn it is in a game or activity. Squatting risk is extremely high due to the simplicity and commonality of the phrase. Overall, the risks are severe due to the combination of these factors."
radio news,radio news,News,0.6391276243487282,Q4 high,3,2,3,4,4,"The skill name 'radio news' is moderately generic, as it's a common phrase used in various contexts. There may be minor ambiguity when users invoke the skill, especially if they mispronounce or abbreviate the name. The semantic confusion risk is moderate due to the possibility of users confusing this skill with other radio-related skills. Squatting risk is high because an attacker could easily create malicious variants by modifying the invocation name. Overall risk is high due to the combination of these factors."
Trump Quotes,trump quotes,News,0.6049183351898793,Q4 high,1,0,1,1,2,"The invocation name 'trump quotes' is mostly distinctive, with a clear reference to the person Donald Trump. While it's possible that users may mispronounce or abbreviate the name, it's unlikely to be confused with other skills. The risk of squatting is low as well, since the name is specific and not easily imitable. Overall, while there are some risks present, they are relatively low."
Fake News! Presidential Tweets,fake news,News,0.5967318116199349,Q4 high,5,3,4,4,4,"The invocation name 'fake news' is extremely generic and broad, making it easy to mispronounce or paraphrase. The phrase has a clear meaning in the context of the skill, but it could be interpreted differently by users who are not familiar with the skill's description. Additionally, an attacker could create a malicious skill with a similar name, potentially squatting on this invocation."
Puppy Facts,puppy facts,News,0.5941410590478063,Q4 high,1,0,1,1,2,"The invocation name 'puppy facts' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar."
Indian News,indian news,News,0.5905670671832828,Q4 high,1,0,1,1,2,"The invocation name 'indian news' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar. Overall, while not negligible, the risks are relatively low."
Top Indian News,indian news,News,0.5905670671832828,Q4 high,3,1,2,2,2,"The invocation name 'indian news' is moderately generic, as it's a common phrase used to describe news from India. However, the ambiguity risk is low because the meaning of this phrase is clear and specific. The semantic confusion risk is slight because users are unlikely to confuse this skill with others. Squatting risk is also moderate because an attacker could potentially create a malicious skill with a similar name. Overall, the risk is moderate due to the potential for squatting attacks."
Cockatoo News,cockatoo news,News,0.5905600047905681,Q4 high,1,0,1,2,2,"The invocation name 'cockatoo news' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is not extremely unique and could potentially be mispronounced or abbreviated by users. The risk of semantic confusion is low due to the specificity of the skill's category (News). Squatting potential is moderate as an attacker might try to create a similar-sounding invocation name. Overall, the risk is moderate due to the balance between distinctiveness and squatting potential."
T News,t. news,News,0.5885241333183571,Q4 high,1,0,1,1,2,"The invocation name 't. news' is mostly distinctive, with the abbreviation 't.' being a unique identifier for this skill. There is little ambiguity in its meaning, and it's unlikely to be confused with other skills. While it's possible that an attacker could create a malicious variant, the squatting risk is low due to the specificity of the name."
Rudy Radio,rudy radio,News,0.4995239084029971,Q4 high,0,1,1,1,1,"The invocation name 'rudy radio' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase has a clear meaning and is not easily mispronounced or paraphrased. Additionally, the risk of squatting or imitating this name is very low due to its uniqueness."
cleveland facts,cleveland facts,News,0.4545409572421338,Q4 high,0,1,1,1,1,"The invocation name 'cleveland facts' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Money Sacramento,money sacramento,News,0.3846445495826771,Q3,1,0,1,1,2,"The invocation name 'money sacramento' is mostly distinctive, with a clear reference to a specific radio station. While it's possible that users may mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions. The risk of squatting is low due to the specificity of the name and the fact that it's not a broad everyday phrase."
Panthers Fan,panthers fan,News,0.3759922911471382,Q3,1,0,1,1,2,"The invocation name 'panthers fan' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting is low due to the specificity of the name. Overall, the risk is moderate, as while there are some potential risks, they are relatively low."
Basketball Standings Skill,basketball standings,News,0.3493032296478842,Q2,1,0,1,1,2,"The invocation name 'basketball standings' is mostly distinctive, with a clear and specific meaning. While it's possible to mispronounce or abbreviate the name, it's unlikely to be confused with other skills or phrases. The risk of squatting is low due to the specificity of the name. Overall, the risk is moderate, as users may still accidentally invoke the skill when expecting something else."
Crypto Ensemble,crypto ensemble,News,0.3440226408652712,Q2,1,0,1,1,2,"The invocation name 'crypto ensemble' is mostly distinctive, making it less likely to be confused with other skills. The lack of ambiguity and minimal semantic confusion potential also contribute to a low overall risk. However, the skill's category is News, which may attract users looking for general news updates, increasing the squatting risk slightly."
FakeNBAFreeAgency,free agency,News,0.3340628056361676,Q2,5,0,3,4,4,"The invocation name 'free agency' is extremely generic and broad, making it easy to confuse with other skills or phrases. While the ambiguity risk is low due to the specific context of NBA free agency, the semantic confusion risk is moderate as users may mispronounce or paraphrase the phrase. The squatting risk is high as attackers can easily create malicious variants that sound similar."
TIME Magazine,time magazine,News,0.3328994528896188,Q2,1,0,1,1,2,"The invocation name 'time magazine' is mostly distinctive, with a clear and specific reference to the publication. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as the name is not easily confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar. Overall, while there are some risks present, they are relatively low and manageable."
Successful Farming Live,successful farming live,News,0.3222088782017021,Q2,1,0,1,1,2,"The invocation name 'successful farming live' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not ambiguous. While it's possible that an attacker could create a malicious skill with a similar name, the uniqueness of this name makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
Edgeset Marketing,edge network,News,0.3218510286157095,Q2,1,0,1,1,2,"The invocation name 'edge network' is mostly distinctive, with a clear meaning related to the skill's category (News). While it may be slightly ambiguous for users who are not familiar with the term 'edge network', there is only one clear meaning. The risk of squatting or semantic confusion is low due to the unique combination of words. Overall, the risk is moderate, as while the invocation name is distinctive, it's still possible that some users might mispronounce or paraphrase it."
The Answer Tampa,the answer tampa,News,0.317173797392713,Q2,0,1,1,1,1,"The invocation name 'the answer tampa' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Manila Traffic,manila traffic,News,0.3145590338433132,Q2,0,1,1,1,1,"The invocation name 'manila traffic' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Oprah's Latest Tweet,oprah's latest tweet,News,0.3103668985368737,Q2,1,0,3,2,3,"The invocation name 'oprah's latest tweet' is mostly distinctive, but the use of apostrophes and the phrase 'latest tweet' might lead to minor confusion with other skills. The risk of squatting is moderate due to the popularity of Oprah and the simplicity of the name. Overall, while there are some risks, they are not severe enough to warrant a high overall risk score."
K.Flay Show,k. flay show,News,0.270324698168006,Q1 low,0,1,1,1,1,"The invocation name 'k. flay show' is highly distinctive and unique, making it difficult to confuse with other skills or imitate maliciously. The only potential ambiguity is the use of a period instead of a space, but this is unlikely to cause significant issues."
Llanelli Online,llanelli online,News,0.2697956283826156,Q1 low,0,1,1,1,1,"The invocation name 'llanelli online' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
SoFi Daily Podcast,sofi daily podcast,News,0.2608252400401808,Q1 low,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the specificity of the name."
Check Barbados Voting Register,barbados electoral,News,0.253512744856383,Q1 low,1,0,1,1,2,"The invocation name 'barbados electoral' is mostly distinctive and unique, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a similar-sounding skill, the uniqueness of the name makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
ESPN,espn,News,0.2401862035823498,Q1 low,0,1,1,1,1,"The invocation name 'espn' is highly distinctive and unique, making it difficult to confuse with other skills. The name is also not easily mispronounced or paraphrased, reducing the risk of ambiguity or semantic confusion. Additionally, the squatting potential is low due to the specificity of the name."
DoD Air Force News,d. o. d. air force news,News,0.2398658041773796,Q1 low,1,0,1,1,2,"The invocation name 'd. o. d. air force news' is mostly distinctive, making it less likely to be mispronounced or confused with other skills. However, the use of abbreviations (e.g., 'd.' instead of 'Department') and the presence of a specific organization's name ('Air Force News') may still lead to minor confusion or squatting risks."
The Tri-City Herald,tri city herald,News,0.2357489639208363,Q1 low,1,0,1,1,2,"The invocation name 'tri city herald' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill invocation name poses a moderate risk."
Who Are The Kings of the Big Game?,who are the kings of the big game,News,0.2174360448386942,Q1 low,0,1,1,1,1,"The invocation name is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase 'Who Are The Kings of the Big Game?' has a clear meaning and is unlikely to be confused with other skills. Additionally, it's challenging for attackers to create malicious variants that are similar in sound or meaning."
Heavenly Lifts,heavenly lifts,News,0.2023154788816145,Q1 low,0,1,1,1,1,"The invocation name 'heavenly lifts' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase has a clear meaning and is unlikely to be mispronounced or paraphrased. Additionally, the skill's category (News) and description provide context that further reduces the risk of squatting or semantic confusion."
Spokata - Real Time News,spokata,News,0.1860545840608173,Q1 low,1,0,1,1,2,"The invocation name 'spokata' is mostly distinctive and unique, making it less likely to be confused with other skills. The name has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a similar-sounding skill, the uniqueness of the name reduces the squatting risk. Overall, the risk is moderate due to the potential for minor confusion or misrecognition."
Leafs player numbers,leafs player numbers,News,0.1823631936019821,Q1 low,0,1,1,1,1,"The invocation name 'leafs player numbers' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also very specific to the Toronto Maple Leafs, reducing ambiguity and squatting risks."
The Rookie's Guide to the NFL,nfl,News,0.1337601532064529,Q1 low,3,1,2,2,2,"The invocation name 'nfl' is moderately generic, as it's a common abbreviation for the National Football League. However, it's still distinctive enough to be easily recognized by users familiar with the league. There is minimal ambiguity in this name, and while it may cause slight confusion if used in a different context (e.g., referring to a different sport), it's unlikely to be confused with other skills. The squatting risk is low due to the specificity of the abbreviation. Overall, the risk is moderate, as users may still mispronounce or abbreviate the name, but it's not extremely generic or ambiguous."
Fun Food Facts Skill,food facts,Novelty and Humor,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the broad nature of the phrase. The squatting risk is low as well, since it's not an extremely common or generic phrase. Overall, while there are some risks present, they are relatively low."
food facts,food facts,Novelty and Humor,0.8165623951969438,Q4 high,0,1,1,1,1,"The invocation name 'food facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk. Overall, this skill invocation name poses a very low risk."
myAwesomeFacts,awesome facts,Novelty and Humor,0.8081302126593933,Q4 high,1,0,1,1,2,"The invocation name 'awesome facts' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is not extremely unique and could potentially be mispronounced or paraphrased by users. The risk of semantic confusion is low due to the specificity of the skill's category (Novelty and Humor). Squatting potential is also low since the name is not extremely generic or broad. Overall, the risk is moderate due to the possibility of minor mistakes in invocation."
India Facts,india facts,Novelty and Humor,0.7965751786841863,Q4 high,1,0,1,1,2,"The invocation name 'india facts' is mostly distinctive, with a clear and specific meaning. While it's possible to mispronounce or abbreviate the name, it's unlikely to be confused with other skills or exploited by attackers. The overall risk is moderate due to the potential for minor ambiguity and semantic confusion."
Animal Facts,animal facts,Novelty and Humor,0.7854963258966814,Q4 high,1,0,1,1,2,"The invocation name 'animal facts' is mostly distinctive, making it less likely to be confused with other skills. While there may be some minor ambiguity about what kind of facts are being referred to, the phrase is not highly ambiguous or open-ended. The risk of squatting is low due to the unique combination of words. Overall, the risk is moderate, as while the invocation name is not extremely generic, it could still be confused with other skills that involve animals or facts."
